id	site_name	site_code	reference
834	Tell Gezer	TGE	Liphschitz, N. (1989). Plant economy and diet in the Early Bronze Age in Israel: A summary of present research. L'urbanisation de la Palestine a l'age du Bronze ancien. Bilan et perspectives des recherches actuelles. P. d. Miroschedji. Oxford. 527: 269 - 277.
836	Tell Guftan	GUF	"Samuel, D. (2001). ""Archaeobotanical evidence and analysis."" In: Peuplement rural et aménagements hydroagricoles dans la moyenne vallée de l'Euphrate fin VII-XIXe siècle, edited by S. Berthier, pp. 347-481. Instictut Francais de Damas, Damascus."
837	Tell Hadidi	HAD	"van Zeist, W. and J. A. H. Bakker-Heeres (1985). ""Archaeobotanical studies in the Levant 4. Bronze Age sites on the north Syrian Euphrates."" Palaeohistoria 27: 247-316."
837	Tell Hadidi	HAD	"Clason, A. T. and Buitenhuis, H. (1978). A Preliminary Report on the Faunal Remains of Nahr el Homr, Hadidi and Ta'as in the Tabqa Dam Region in Syria. Journal of Archaeological Science: 75-83."
839	Tell Halif	THF	"Laustrup, M. and J. D. Seger (1990). ""Botanical remains from Tell Halif."" Bulletin of the American Schools of Oriental Research Supplement no.26: 23 - 24."
840	Tell Hammam et-Turkman	THT	van Zeist, W., W. Waterbolk-van Rooijen, et al. (1988). Some notes on the plant husbandry of Tell Hammam et-Turkmen. Hammam et-Turkmen. Report of the University of Amsterdam's 1981-84 excavations in Syria II. M. N. van Loon. Istanbul, Nederlands Historisch-Archeologisch Instituut te Istanbul: 705-715.
841	Tell Hesban	THES	Gilliland, D. R. (1986). Paleoethnobotany and paleoenvironment. Hesban 2. Environmental foundations. Ø. S. LaBianca and L. Lacelle. Berrien Springs, MI, Andrews University Press: 123-142.
841	Tell Hesban	THES	"von den Driesch, A. ; Boessneck, J., (1995). Final Report on the Zooarchaeological Investigation of animal Bone Finds from Tell Hesban, Jordan. In: LaBianca, Ø. S.; von den Driesch, A. (Ed.). Faunal Remains - Taphonomical and Zooarchaeological Studies of the Animal Remains from Tell Hesban and Vicinity. Andrews University Press, Berrien Springs, Michigan: 65-108."
842	Tell Hrim	HRIM	"Samuel, D. (2001). ""Archaeobotanical evidence and analysis."" In: Peuplement rural et aménagements hydroagricoles dans la moyenne vallée de l'Euphrate fin VII-XIXe siècle, edited by S. Berthier, pp. 347-481. Instictut Francais de Damas, Damascus."
843	Tell Hwes	HWES	"Samuel, D. (1989) ""Archaeobotanical work at Tell Zagan and Tell Hwes, 1987 [In Helga Seeden and Jim Wilson, The AUB-IFEAD Habur village project preliminary report: rural settlement in the Syrian Gazira from prehistoric to modern times, 1-31, plates 1-4]"". Damaszener Mitteilungen 4: 19-23."
844	Tell Ibrahim Awad	TIA	Thanheiser, U. (1992). Plant-food at Tell Ibrahim Awad: preliminary report. The Nile delta in transition; 4th - 3rd millennium BC proceedings of the seminar held in Cairo, 21.-24. October 1990, at the Netherlands Institute of Archaeology and Arabic Studies. E. van den Brink. Jerusalem, Israel Exploration Society: 117-122.
844	Tell Ibrahim Awad	TIA	van Zeist, W. (1988). Paleobotanical remains from Ikiztepe. Ikiztepe I. The first and second seasons' excavations (1974-1975). U. B. Alkim, H. Alkim and Ö. Bilgi. Ankara, Türk Tarih Kurumu: 257-260.
845	Tell Ilbol	TI	Hillman, G. C. (1981). The barleys from Iron Age Rifa'at. The river Qoueiq, Northern Syria, and its catchment : studies arising from the Tell Rifa'at survey 1977 - 79. J. Matthers. Oxford. 98: 508 - 510.
846	Tell Jerablus Tahtani	TJT	"Murray, M. A. (1995). ""Preliminary archaeobotanical report, Jerablus-Tahtani, 1994 - Tomb 302 [In Edgar Peltenburg et al, Jerablus-Tahtani, Syria, 1992-4: preliminary report, 1992-1994]."" Levant 27: 24-25."
846	Tell Jerablus Tahtani	TJT	"Murray, M. A. (1996). ""Archaeobotanical remains, 1995 [Jerablus-Tahtani, Syria 1995: Preliminary report]."" Levant XXVIII: 20-21."
847	Tell Karrana	TKA	Costantini, L. and L. Costantini-Biasini (1993). The plant remains. Tell Karrana 3. Tell Jikan. Tell Khirbet Salih. G. Wilhelm and C. Zaccagnini, Baghdader Forschungen. 15: 237 - 250.
848	Tell Keisan	TKEI	Kislev, M. E. (1980). Contenu d'un silo à blé de l'époque du fer ancien. Tell Keisan (1971-1976). J. Briend and J.-B. Humbert. 1.
849	Tell Kerma	TKE	"McCorriston, J. (1995). ""Preliminary archaeobotanical analysis in the Middle Habur valley, Syria and studies of socioeconomic change in the early third millennium BC."" Bulletin of the Canadian Society for Mesopotamian Studies 29: 33-46."
851	Tell Kurdu	TKU	"Ekstrom, H. (2000). ""Archaeobotanical remains from the 1998 and 1999 seasons at Tell Kurdu. (part of ""Tell Kurdu excavations 1999,"" by K.A. Yener et al., pp. 31-117)."" Anatolica 26: 80-83 + 94."
851	Tell Kurdu	TKU	"Ekstrom, H. (2004). ""Archaeobotanical report for the 2001 Tell Kurdu season. (part of ""Tell Kurdu excavations,"" by R. Ozbal et al. pp. 37-107)."" Anatolica 30: 69-70."
856	Tell Mozan	TM	"Riehl, S. (2000). ""Erste Ergebnisse der archäobotanischen Untersuchungen am Tall Mozan/Urkesh."" Mitteilungen der Deutschen Orient-Gesellschaft zu Berlin 132: 229 - 238."
856	Tell Mozan	TM	"Doll, M. (2010). Meat, Traction, Wool: Urban livestock in Tell Mozan. In: Deckers, K.; Doll, M.; Pfälzner, P.; Riehl, S. Development of the Environment of the City of Urkes and its Region. Studien zur Urbanisierung Nordmesopotamiens. Ausgrabungen 1998 - 2001 in der zentralen Oberstadt von Tall Mozan / Urkes. SUN Serie A, Band 3, Harrassowitz, Wiesbaden: 191-358."
858	Tell Munbāqa	TMUN	"Küster, H. (1989). ""Bronzezeitliche Pflanzenreste aus Tall Munbaqa."" Mitteilungen der Deutschen Orient-Gesellschaft zu Berlin 121: 85 - 91."
858	Tell Munbāqa	TMUN	"Boessneck, J. und Peters, J. (1988). Tierknochen- und Molluskenfunde aus dem Grabungsbereich 'Kuppe' in Tall Munbaqa. MDOG 120. "
860	Tell Nebi Mend (Kadesh)	TNM	"Moffett, L. (1989). ""Appendix. Early Bronze Age plant remains from Tell Nebi Mend. A preliminary report."" Levant 21: 29 - 32."
860	Tell Nebi Mend (Kadesh)	TNM	"Walker, A. (2008). Bronze Age and Iron Age charred plant remains from Tell Nebi Mend, Syria. MSc Thesis University of Sheffield"
861	Tell Qara Quzaq	TQQ	Matilla Séiquer, G. and D. Rivera Núñez (1994). Estudio paleoetnobotánico de Tell Qara Quzaq-I. Tell Qara Quzaq-I. Campañas I-III (1989-1991). G. del Olmo Lete. Barcelona, Editorial Ausa. 4: 151-182.
862	Tell Qaramel	TQA	Hillman, G. C. (1981). The barleys from Iron Age Rifa'at. The river Qoueiq, Northern Syria, and its catchment : studies arising from the Tell Rifa'at survey 1977 - 79. J. Matthers. Oxford. 98: 508 - 510.
863	Tell Qarqur	TQR	Smith, A. (2005). Climate, culture, and agriculture: examining change in the Near East during the Bronze and Iron Ages. PhD, Boston University.
863	Tell Qarqur	TQR	"Arter, S. (2003). Appendix: Summary Report on the Phase I Analysis of the Zoorachaeological Material. In: Lapp, N. (ed.). Preliminary Excavation Reports and Other Archaeological Investigations: Tell Qarqur, Iron I Sites in the North-Central Highlands of Palestine. In: The Annual of the American Schools of Oriental Research, Vol. 56. Preliminary Excavation Reports and Other Archaeological Investigations: Tell Qarqur , Iron I Sites in the North-Central Highlands of Palestine (1999), pp. 1-141+143-218: pp. 119-131."
864	Tell Qashish	TQASH	Liphschitz, N. (1989). Plant economy and diet in the Early Bronze Age in Israel: A summary of present research. L'urbanisation de la Palestine a l'age du Bronze ancien. Bilan et perspectives des recherches actuelles. P. d. Miroschedji. Oxford. 527: 269 - 277.
865	Tell Qasile	TQAS	Kislev, M. E. and M. Hopf (1985). Food remains from Tell Qasile with special reference to Lathyrus sativus/cicera. Excavations at Tell Qasile. Part two? A. Mazar. Jerusalem, ? 20: 140-148.
866	Tell Qiri	TQI	Liphschitz, N. and Y. Waisel (1984). The botanical material of Iron Age I. Beersheba II. The Early Iron Age settlements. Z. Herzog. Tel Aviv, Tel Aviv University: 116-117.
867	Tell Qurtass	TQ	"Helbaek, H. (1960). ""Ancient crops in the Shahrzoor valley in Iraqi Kurdistan."" Sumer 16(79 - 81)."
1002	Tell Rehov	TERE	"Marom, N., Raban-Gerstel, N., Mazar, A. and Bar-Oz, G. 2009. Backbone of society: evidence for social and economic status of the Iron Age population of Tel Rehov, Beth She'an Valley, Israel. Bulletin of American Schools of Oriental Research, No. 354, pp. 55-75."
870	Tell Sabi Abyad	TSABA	van Zeist, W. (1994). Some notes on second millenium BC plant cultivation in the Syrian Jazira. Mesopotamian history and environment. Leuven, Peeters. 2: 541 - 553.
870	Tell Sabi Abyad	TSABA	van Zeist, W. (1999). Evidence for agricultural change in the Balikh basin, northern Syria. The prehistory of food. Appetites for change. C. Gosden and J. G. Hather. London, Unwin. 32: 351 - 373.
870	Tell Sabi Abyad	TSABA	van Zeist, W. and W. Waterbolk-van Rooijen (1995). Chapter 10. The cultivated and wild plants. Tell Sabi Abyad. The late Neolithic settlement. P. M. M. G. Akkermans. 2: 521 - 550.
870	Tell Sabi Abyad	TSABA	"Cavallo, C. (1997). Animals in the Steppe - A zooarchaeological analysis of later Neolithic Tell Sabi Abyad, Syria. Repro Roeterseilnad/Bureau Grafische Produkties. Amsterdam."
1009	Tell Sabi Abyad II	SAII	"Wijngaarden-Bakker, L. H. van; Maliepaard, R. (2000). Chapter 7 - The Animal Remains. In: Verhoeven, M. and Akkermans, P. M. M. G. (ed.). Tell Sabi Abyad II - The Pre-Pottery Neolithic B Settlement. Report on the Excavations of the National Museum of Antiquities Leiden in the Balikh Valley, Syria. Nederlands Historisch-Archaeologisch Institut Te Istanbul: 147-172."
871	Tell Schech Hamad	TSH	Frey, W., C. Jagiella, et al. (1991). Holzkohlefunde in Dur-Katlimmu/Tall Šeh Hamad. Die rezente Umwelt von Tall Šeh Hamad und Daten zur Umweltrekonstruktion der Assyrischen Stadt Dur-Katlimmu. H. Kühne. Berlin, Dietrich Reimer: 137-161.
871	Tell Schech Hamad	TSH	Vollständiges Literaturzitat zu [van Zeist, (1994) #7712], d. h. nach Richtlinien mit Erscheinungsort, Seitenangabe usw.
871	Tell Schech Hamad	TSH	"van Zeist, W. (1999/2000 (2001)). ""Third to first millennium BC plant cultivation on the Khabur, North-Eastern Syria."" Palaeohistoria 41/42: 111-125."
871	Tell Schech Hamad	TSH	"Becker, C. (2008). The faunal remains from Dur-Katlimmu - Insights into the diet of the Assyrians. Archaeozoology of the Near East VIII. Maison de l'Orient et de la Méditerranée 49:561-580."
872	Tell Selenkahiye	SLK	"van Zeist, W. and J. A. H. Bakker-Heeres (1985). ""Archaeobotanical studies in the Levant 4. Bronze Age sites on the north Syrian Euphrates."" Palaeohistoria 27: 247-316."
873	Tell Sera	TSE	Liphschitz, N. (1989). Plant economy and diet in the Early Bronze Age in Israel: A summary of present research. L'urbanisation de la Palestine a l'age du Bronze ancien. Bilan et perspectives des recherches actuelles. P. d. Miroschedji. Oxford. 527: 269 - 277.
874	Tell Shiukh Fawqani	TSF	"Pessin, H. (2004). ""Stratégies d´approvisionnement et utilisation du bois dans le Moyen Euphrate et la Damascène. Approche anthracologique comparative de sites historiques et préhistoriques."" PhD, University of Paris I."
874	Tell Shiukh Fawqani	TSF	Pessin, H. and G. Klesly (in press). Charred plant remains from sites on the Euphrates.
876	Tell Taannach	TTAA	Liphschitz, N. (1989). Plant economy and diet in the Early Bronze Age in Israel: A summary of present research. L'urbanisation de la Palestine a l'age du Bronze ancien. Bilan et perspectives des recherches actuelles. P. d. Miroschedji. Oxford. 527: 269 - 277.
878	Tell Taya	TT	"Waines, J. G. (1973). ""Plant remains from Tell Taya, Iraq."" Iraq 35: 185-187."
1003	Tell Tuneinir	TETU	"Loyet, M. A. (2000). The Potential for Within-Site Variation of Faunal Remains: A Case Study from the Islamic Period Urban Center of Tell Tuneinir, Syria. Bulletin of the American Schools of Oriental Research, Vol.320, pp. 23-48."
880	Tell Yoqneam	TYOG	Liphschitz, N. (1989). Plant economy and diet in the Early Bronze Age in Israel: A summary of present research. L'urbanisation de la Palestine a l'age du Bronze ancien. Bilan et perspectives des recherches actuelles. P. d. Miroschedji. Oxford. 527: 269 - 277.
880	Tell Yoqneam	TYOG	"Liphschitz N. (2005). The Archaeobotanical Finds. Chapter 27. In: Yoqne`Am II - The Iron Age and the Persian Period: Final Report of the Archaeological Excavations (1977-1988)/Ben-Tor Amnon. Qedem Reports 6. The Institute of Archaeology, The Hebrew University of Jerusalem, in coop. with Israel Exploration Society."
881	Tell Zagan	ZAG	"Samuel, D. (1989) ""Archaeobotanical work at Tell Zagan and Tell Hwes, 1987 [In Helga Seeden and Jim Wilson, The AUB-IFEAD Habur village project preliminary report: rural settlement in the Syrian Gazira from prehistoric to modern times, 1-31, plates 1-4]"". Damaszener Mitteilungen 4: 19-23."
885	Tepe Farukhabad	TF	Miller, N. F. (1981). The plant remains. An early town on the Deh Luran plain, excavations at Tepe Farukhabad. H. T. Wright. Ann Arbor, University of Michigan Museum of Anthropology. 13: 227-232; 427-430.
886	Tepe Hasanlu	TEPHA	"Tosi, M. (1975). ""Hasanlu project 1974: palaeobotanical survey."" Iran 13: 185-186."
887	Tepe Hissar	TEPHI	Costantini, L. and R. H. Dyson (1990). The ancient agriculture of the Damghan plain: the archaeobotanical evidence from Tepe Hissar. Economy and settlement in the Near East. Analyses of ancient sites and materials. N. F. Miller. Philadelphia, PA, MASCA, University Museum. Supplement to volume 7.
888	Tepe Musiyan	TMU	Helbaek, H. (1969). Plant collecting, dry-farming, and irrigation agriculture in prehistoric Deh Luran. Prehistory and human ecology of the Deh Luran plain. An early village sequence from Khuzistan, Iran. F. Hole, K. V. Flannery and J. A. Neely. Ann Arbor, MI, University of Michigan. 1: 383-426, plates 40-41.
889	Tepe Sabz	TS	Helbaek, H. (1969). Plant collecting, dry-farming, and irrigation agriculture in prehistoric Deh Luran. Prehistory and human ecology of the Deh Luran plain. An early village sequence from Khuzistan, Iran. F. Hole, K. V. Flannery and J. A. Neely. Ann Arbor, MI, University of Michigan. 1: 383-426, plates 40-41.
999	Tepe Sialk	SIALK	Shirazi, Z., Tengberg, M. (2012). Vegetation and wood exploitation at Tepe Sialk from the Neolithic to the Iron Age. From Sialk contexts SRP 82/N/P/30032 and SRP_NP F.322a. In: The Villagers of Sialk: A Collection of articles. Shahmirzadi S. M. (ed.). Research Centre of Iranian Cultural Heritage, Handicrafts and Tourism, 17-26
999	Tepe Sialk	SIALK	Tengberg, M. (2004). Archaebotanical analysis at Tepe Sialk. Results from the 2003/2004 season. In: The Potters of Sialk. Shahmirzadi S.M. (ed.). Sialk Reconsideration Project report n° 3, 25-32
890	Tepe Yahya	TY	"Costantini, L. and L. Costantini-Biasini (1985). ""Agriculture in Baluchistan between the 7th and the 3rd millenium BC."" Newsletter of Baluchistan Studies 2: 16 - 30."
891	Tepecik	TEP	van Zeist, W. and J. A. H. Bakker-Heeres (1975). Prehistoric and early historic plant husbandry in the Altinova Plain, southeastern Turkey. Korucutepe 1. M. N. van Loon. Amsterdam, North-Holland: 221-257.
893	Thebes	THE	"Jones, G. and P. Halstead (1993). ""An early find fof ""Fava"" from Thebes."" Annual of the British School at Athens 88: 103 - 104."
894	Therasia	THER	Willerding, U. (1973). Bronzezeitliche Pflanzenreste aus Iria und Synoro. Tiryns. Forschungen und Berichte. H. B. Siedentopf and e. al. Mainz, D.A.I. Athen. 6: 221 - 240, plate 67.
897	Tilbeshar	TB	"Pessin, H. (2004). ""Stratégies d´approvisionnement et utilisation du bois dans le Moyen Euphrate et la Damascène. Approche anthracologique comparative de sites historiques et préhistoriques."" PhD, University of Paris I."
897	Tilbeshar	TB	(http://perso.wanadoo.fr/g.willcox/)
897	Tilbeshar	TB	"Berthon, R. and Mashkour, M. (2009). Tilbeşar Excavations’ Faunal Remains. In: 24. Arkeometri Sonuçlari Toplantisi - 26-30 Mayis 2008. Ankara, pp. 347-362"
1018	Timnah (Tel Batash) III	TIM	Kislev, M. E., Melamed, Y., Langsam, Y. (2006). Plant Remains from Tel Batash. In: Timnah (Tel Batash) III: The Finds from the Second Millenium BCE. Chapter 16. Panitz-Cohen, N. & Mazar, A. (ed.). Qedem Monographs of the Institute of Archaeology 45. The Hebrew Ubiversity of Jerusalem.
898	Tiryns	TIR	"Kroll, H. (1982). ""Kulturpflanzen von Tiryns."" Archäologischer Anzeiger 1982(3): 467 - 485."
898	Tiryns	TIR	Kroll, H. (1984). Zum Ackerbau gegen Ende der Mykenischen Epoche in der Argolis. Archäologischer Anzeiger:211 - 222.
899	Titris Höyük	TH	"Schlee, D. (1995). ""VII. Paleobotanical investigations."" Anatolica 21: 28 - 32."
905	Toumba Balomenou	TOB	Sarpaki, A.A., 1995. Toumba Balomenou, Chaeronia: plant remains from the early and middle Neolithic levels, in: Kroll, H., Pasternak, R. (Eds.), Res archaeobotanicae. International Work Group for Palaeoethnobotany. Proceedings of the ninth Symposium Kiel 1992, Oetker-Voges, Kiel, pp. 281 - 300.
911	Troia	TRO	Huber, J. K. and G. J. Rapp (1987). Results of a preliminary pollen study from Troy Megaron II A. Minnesota, Archaeometry Laboratory, University of Minnesota-Duluth.
911	Troia	TRO	Riehl, S. (1999). Bronze Age environment and economy in the Troad: the archaeobotany of Kumtepe and Troy. Tübingen, Mo Vince Verlag.
911	Troia	TRO	"Riehl, S. (1999). ""Archäobotanik in der Troas"". Studia Troica 9:367 - 409."
911	Troia	TRO	"Fabis, M. (2003). Troia and Fallow Deer. In: Wagner, A., Pernicka, E. and Uerpmann, H.-P. (eds.). Troia and the Troad - Scientific Approaches. Berlin, Heidelberg, New York 2003: 263-276."
911	Troia	TRO	"Gündem, C. Y. (2010). Animal based economy in Troia and the Troas during the Maritime Troy Culture (ca. 3000-2200 BC). A general summary for West Anatolia. Dissertation. Eberhard Karls Universität. Tübingen. "
911	Troia	TRO	"Uerpmann, H.-P.; Köhler, K; Stephan, E. (1992). Tierreste aus den neuen Grabungen in Troia - Erster Bericht. Studia Troica, Band 2. Philipp von Zabern."
912	Tsani	TSA	Willerding, U. (1973). Bronzezeitliche Pflanzenreste aus Iria und Synoro. Tiryns. Forschungen und Berichte. H. B. Siedentopf and e. al. Mainz, D.A.I. Athen. 6: 221 - 240, plate 67.
913	Tuleilat Ghassul	TG	"Zohary, D. and P. Spiegel-Roy (1975). ""Beginnings of Fruit Growing in the Old World."" Science 187: 319 - 327."
1053	Türbe Höyük	TURB	"Berthon, R. (2013). New data on the exploitation of animal resources in the Upper Tigris River area (Turkey) during the second and first millenia BC. Archaeozoology of the Near East X, pp. 145-161."
1008	Tušhan (Ziyaret Tepe)	TUSH	"Greenfield, T.; Wicke, D.; Matney, T. (2013). Integration and interpretation or architectural and faunal evidence from Assyrian Tušhan, Turkey. Bioarchaeology of the Near East 7, pp. 47-75."
1008	Tušhan (Ziyaret Tepe)	TUSH	Greenfield-Jongsma, T. L.; Greenfield, H. J. (2013). Bronze and Iron Age subsistence changes in the Upper Tigris: Zooarchaeology of operation E at Ziyaret Tepe, South-Eastern Turkey. Archaeozoology of the Near East X: 121-144.
917	Tutankhamun tomb	TUT	Germer, R. (1989). Die Pflanzenmaterialien aus dem Grab des Tutanchamun. Hildesheim, Gerstenberg.
917	Tutankhamun tomb	TUT	Hepper, F. N. (1990). Pharaoh's flowers. The botanical treasures of Tutankhamun. London, Her Majesty's Stationery Office.
919	Tzafit	TZ	Liphschitz, N. (1989). Plant economy and diet in the Early Bronze Age in Israel: A summary of present research. L'urbanisation de la Palestine a l'age du Bronze ancien. Bilan et perspectives des recherches actuelles. P. d. Miroschedji. Oxford. 527: 269 - 277.
920	Udhruh	UDH	Neef, R. (1985). Botanical remains. Udhruh - Caravan city and desert oasis. A. Killick: 16.
921	Ulu Burun	U	"Haldane, C. (1991). ""Organic goods from the Ulu Burun wreck."" Institute of Nautical Archaeology - Newsletter 18(4): 11."
921	Ulu Burun	U	Haldane, C. (1991). Recovery and analysis of plant remains from some Mediterranean shipwreck sites. New light on ancient farming: recent developments in palaeoethnobotany. J. M. Renfrew. Edinburgh, Edinburgh University Press: 213 - 223.
10	Ulucak	AQ	van Zeist, W. (1991). Lower Mesopotamian plant remains from the fourth century BC and the first/second century AD. Northern Akkad Project reports. Volume 5. L. de Meyer and H. Gasche. Ghent, University of Ghent: 61-69.
987	Ulucak	ULUC	"Cakirlar, C. (2012). The evolution of animal husbandry in Neolithic central-west Anatolie: the zooarchaeological record from Ulucak Höyük (c. 7040-5660 cal. BC, Izmir, Turkey). Anatolian Studies 62: 1-33. "
987	Ulucak	ULUC	"Gündem, C. Y. (2010). Animal based economy in Troia and the Troas during the Maritime Troy Culture (ca. 3000-2200 BC). A general summary for West Anatolia. Dissertation. Eberhard Karls Universität. Tübingen. "
923	Umbashi	UMB	"Willcox, G. (1999). ""Charcoal analysis and Holocene vegetation history in southern Syria."" Quaternary Science Reviews INQUA symposium Ankara, The late Quaternary in the Eastern Mediterranean(Special issue): 711-716."
925	Umm el-Marra	UEM	"Miller, N. F., G. M. Schwartz, et al. (2000). ""Plant remains."" American Journal of Archaeology 104: 438-447."
926	Umm el-Qaab	UEQ	Feindt, F. and M. Fischer (1998). Anhang. Untersuchung botanischer Proben. Umm el-Qaab 1. Das prädynastische Königsgrab U-j und seine frühen Schriftzeugnisse. G. Dreyer. Mainz: 189 - 195, Taf. 45 - 47.
927	Umm Qseir	UQ	"McCorriston, J. (1992). ""The Halaf environment and human activities in the Khabur drainage, Syria."" Journal of Field Archaeology 19: 315-333."
936	Ur	UR	"Ellison, R., J. M. Renfrew, et al. (1978). ""Some food offerings from Ur, excavated by Sir Leonard Woolley, and previously unpublished."" Journal of Archaeological Science 5: 167-177."
946	Wadi Fidan	WF	Colledge, S. (1994). Plant exploitation on Epipalaeolithic and early Neolithic sites in the Levant. Department of Archaeology and Prehistory, University of Sheffield.
946	Wadi Fidan	WF	Colledge, S. (2001). Plant exploitation on Epipalaeolithic and Early Neolithic sites in the Levant. Oxford, British Archaeological Reports, International Series.
946	Wadi Fidan	WF	Meadows, J. (1996). The final straw: an archaeobotanical investigation of the economy of a fourth millennium BC site in the Wadi Fidan, southern Jordan. Department of Archaeology and Prehistory. Sheffield, University of Sheffield: 71.
946	Wadi Fidan	WF	"Richardson, J. E. (1997). An Analysis of the Faunal Assemblages from Two Pre-Pottery Neolithic Sites in the Wadi Fidan. In: Gebel, H. G. K., Kafafi, Z. und Rollefson, G. O. (eds.). The Prehistory of Jordan, II. Perspectives from 1997. Studies in Early Near Eastern - Production, Subsistenz, and Environment 4, Berlin: 497-510."
1025	Yarikkaya	YARI	"Boessneck, J. and Wiedemann, U. (1977). Tierknochen aus Yarikkaya bei Bogazköy, Anatolien. Archäologie und Naturwissenschaften 1: 106-128."
959	Yarim Höyük	YAHO	"Miller, N. (1998). ""Some plant remains from the 1996 excavation at Yarim Höyük [in: ""Yarim Höyük and the Uruk expansion"", by M.S. Rothman et al.]."" Anatolica 24: 79-80; 88."
961	Yassi Ada	YA	Haldane, C. (1991). Recovery and analysis of plant remains from some Mediterranean shipwreck sites. New light on ancient farming: recent developments in palaeoethnobotany. J. M. Renfrew. Edinburgh, Edinburgh University Press: 213 - 223.
964	Yenibademli Höyük	YEN	"Oybak-Dönmez, E. (2005). ""Early Bronze Age Crop Plants from Yenibademli Höyük (Gökçeada), Western Turkey."" Environmental Archaeology 10(1):39-50."
964	Yenibademli Höyük	YEN	"Gündem, C. Y. (2010). Animal based economy in Troia and the Troas during the Maritime Troy Culture (ca. 3000-2200 BC). A general summary for West Anatolia. Dissertation. Eberhard Karls Universität. Tübingen. "
1034	Yoncatepe (Van)	YON	Dönmez, E. M., Belli, O. 2007. Urartian Plant Cultivation at Yoncatepe (Van), Eastern Turkey. Economic Botany, 61(3), 2007, pp. 290-298
